17;912;andouille de bretagne;andouille de guéméné;chitterlings, de bretagne;7;7;74;74;742;742;05;;;17;;;;;99;;;;;;;03;A025N#F28.A07KP;Sliceable or firm cooked sausages, Chilling;A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;8;
17;913;andouille de vire;andouille de normandie;chitterlings, de vire;7;7;74;74;742;742;05;;;00;;;;;00;;;;;;;00;A025N;Sliceable or firm cooked sausages;A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;8;
17;911;andouille n.s.;;chitterlings n.s.;7;7;74;74;742;742;05;;;17;;;;;99;;;;;;;03;A025N#F28.A07KP;Sliceable or firm cooked sausages, Chilling;A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;9;
17;891;andouillette;;andouillette small sausage made of chitterlings;7;7;74;74;742;742;;;55;00;;;;;00;;;;;02,05;;00;A025N#F17.A07MV$F17.A07MZ$F28.A07GZ;Sliceable or firm cooked sausages, Meat inside “medium”,Outside brown,Broiling/grilling;A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;31;
17;914;bacon;;bacon;7;7;74;74;741;741;05;;98;;;;;;05;;;;;;;;A022X#F19.A07PR$F24.A07VP;Bacon, Ready-to-eat,Plastic;A01QR;Meat and meat products;A04ND;Processed whole meat products;A022R;Raw cured meat;77;
17;4219;blanc de dinde (jambon de dinde);;turkey ham;7;7;74;74;741;741;09;;;;;;;05;05;;;;01;;;;A023S#F10.A077C$F10.A0CJK$F19.A07PR$F26.A07XE;Cooked cured or seasoned poultry meat, Other,Low fat (naturally or reduced),With added salt,Plastic;A01QR;Meat and meat products;A04ND;Processed whole meat products;A023G;Cooked cured or seasoned meat;53;
17;2733;blanc de poulet (jambon de poulet);;chicken ham;7;7;74;74;741;741;07;;;;;;;05;05;;;;01;;;;A023S#F10.A077C$F10.A0CJK$F19.A07PR$F26.A07XE;Cooked cured or seasoned poultry meat, Other,Low fat (naturally or reduced),With added salt,Plastic;A01QR;Meat and meat products;A04ND;Processed whole meat products;A023G;Cooked cured or seasoned meat;96;
17;4220;blanc de volaille (jambon de volaille) n.s.;;poultry ham n.s.;7;7;74;74;741;741;12;;;;;;;42;05;;;;01;;;;A023S#F10.A077C$F10.A0CJK$F19.A07PR$F26.A07XE;Cooked cured or seasoned poultry meat, Other,Low fat (naturally or reduced),With added salt,Plastic;A01QR;Meat and meat products;A04ND;Processed whole meat products;A023G;Cooked cured or seasoned meat;4;
17;2781;boudin antillais;boudin créole;antillais pudding;7;7;74;74;745;745;05;;97;17,10;;;;;05;;;;;;;03;A025S#F19.A07PR$F28.A07HD$F28.A07KP$F28.A07JK;Blood-type sausage, Plastic,Reheating,Chilling,Vacuum-packing;A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;5;
17;893;boudin blanc;;white pudding;7;7;74;74;745;745;;;09;02;;;;;05;;;;;;;03;A025X#F19.A07PR$F26.A07XE$F28.A07GS$F28.A07KP$F28.A07KQ;Weisswurst, Other,Plastic,Pan frying / shallow frying,Chilling,Freezing;A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;27;
17;892;boudin n.s.;;boudin n.s.;7;7;74;74;745;745;;;34;17;;;;;05;;;;;;;03;A025S#F19.A07PR$F28.A07GY$F28.A07KP;Blood-type sausage, Plastic,Roasting,Chilling;A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;4;
17;895;boudin noir;;black pudding;7;7;74;74;745;745;05;;98;17;;;;;99;;;;;;;00;A025S#F10.A0F2Y$F24.A07VP$F28.A07KP;Blood-type sausage, Ready-to-eat,Dark,Chilling;A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;59;
17;2365;caillette;;caillette;7;7;74;74;743;743;10;;;17;;;;;05;;;;;;;00;A026R#F19.A07PR$F28.A07KP;Pate, pork liver, Plastic,Chilling;A01QR;Meat and meat products;A026J;Meat specialties;A026M;Liver based spreadable-textured specialities;7;
17;915;cervelas;;cervelas;7;7;74;74;742;742;05;;;00;;;;;00;;;;;;;00;A026H;Cervelat (swiss type);A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;49;
17;899;chair à saucisse;;sausage meat;7;7;74;74;742;742;05;;34;17;;;;;10;;;;;02,05;;03;A024G#F17.A07MV$F17.A07MZ$F19.A07PR$F28.A07GY$F28.A07KP;Fresh raw sausages, Meat inside “medium”,Outside brown,Plastic,Roasting,Chilling;A01QR;Meat and meat products;A024F;Sausages;A024G;Fresh raw sausages;15;
17;887;charcuterie n.s.;;processed meat n.s.;7;7;74;74;740;740;05;;98;17;;;;01;00;;;01;01;;;03;A01QR#F01.A057F$F10.A077A$F10.A0CJK$F20.A0F4V$F24.A07VP$F28.A07KP;Meat and meat products, Pig (live animals),Ready-to-eat,Full fat,With added salt,Excluding visible fat,Chilling;A01QR;Meat and meat products;;;;;23;
17;946;chorizo;;chorizo;7;7;74;74;742;742;;;;17;;;;;05;;;;;;;03;A025C#F19.A07PR$F28.A07KP;Chorizo and similar, Plastic,Chilling;A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;103;
17;916;coppa;;coppa;7;7;74;74;741;741;05;;;;;;;;99;;;01;;;;;A023J#F20.A0F4V;Spalla cotta, Excluding visible fat;A01QR;Meat and meat products;A04ND;Processed whole meat products;A023G;Cooked cured or seasoned meat;12;
17;5083;corned beef;;corned beef;7;7;74;74;743;743;01;;;01;;;;;04;;;;;;;99;A024C#F19.A07PG$F27.A023D;Canned meat, Metal,Corned beef, uncooked;A01QR;Meat and meat products;A024B;Canned-tinned meat;A024C;Canned meat;2;
17;955;crépinette;;crepinette;7;7;74;74;742;742;;;09;17;;;;;99;;;;;;;03;A024G#F26.A07XE$F28.A07GS$F28.A07KP;Fresh raw sausages, Other,Pan frying / shallow frying,Chilling;A01QR;Meat and meat products;A024F;Sausages;A024G;Fresh raw sausages;5;
17;3083;farce aux marrons;;stuffing made of sausage meat and chestnuts;7;7;74;74;742;742;;;94;00;;;;;;03;;;;;;;A024G#F04.A014J$F22.A07SS$F28.A0BA1;Fresh raw sausages, Home prepared (family, social networks, proxies),Chestnuts,Cooking and similar thermal preparation processes;A01QR;Meat and meat products;A024F;Sausages;A024G;Fresh raw sausages;2;
17;2386;farce aux morilles;;stuff of sausage meat with mushrooms;7;7;74;74;742;742;;;34;02;;;;;05;06;;;;;;03;A024G#F04.A00TK$F19.A07PR$F22.A07SH$F28.A07GY$F28.A07KP$F28.A07KQ;Fresh raw sausages, Food industry prepared,Morels,Plastic,Roasting,Chilling,Freezing;A01QR;Meat and meat products;A024F;Sausages;A024G;Fresh raw sausages;2;
17;3085;farce à la viande n.s.;;stuffing made of sausage meat n.s.;7;7;74;74;742;742;;;32;17,02;;;;;;03;;;;;;;A024G#F22.A07SS$F28.A07HB$F28.A07KP$F28.A07KQ;Fresh raw sausages, Home prepared (family, social networks, proxies),Microwave-cooking,Chilling,Freezing;A01QR;Meat and meat products;A024F;Sausages;A024G;Fresh raw sausages;9;
17;917;foie gras (pâté);;foie gras pate;7;7;74;74;743;743;08;;;01;;;;;04;06;;;;;;99;A024C#F04.A01SR$F19.A07PG$F22.A07SH$F27.A026P;Canned meat, Food industry prepared,Duck fresh meat,Metal,Pate, goose liver;A01QR;Meat and meat products;A024B;Canned-tinned meat;A024C;Canned meat;78;
17;5084;fricadelle;;fricadelle;7;7;74;74;742;742;07;;43;02;;;;;00;;;;;02,05;;02;A03VV#F04.A01SP$F17.A07MV$F17.A07MZ$F26.A07XE$F28.A07GS$F28.A07KQ;Meat based dishes, Other,Chicken fresh meat,Meat inside “medium”,Outside brown,Pan frying / shallow frying,Freezing;A03VA;Composite dishes;A03VB;Dishes, incl. Ready to eat meals (excluding soups and salads);A03VC;Dishes excluding pasta or rice dishes, sandwiches and pizza);5;
17;918;fromage de tête;pâté de tête;fromage de tête;7;7;74;74;743;743;05;;;17;;;;;99;;;;;;;00;A025Z#F28.A07KP;Head cheese, Chilling;A01QR;Meat and meat products;A024F;Sausages;A0EYP;Preserved or partly preserved sausages;19;
17;919;galantine;;galantine;7;7;74;74;743;743;08;;;00;;;;;00;;;;;;;00;A03XH#F04.A01SR;Meat terrine, Duck fresh meat;A03VA;Composite dishes;A03VB;Dishes, incl. Ready to eat meals (excluding soups and salads);A03VC;Dishes excluding pasta or rice dishes, sandwiches and pizza);4;
17;5085;gâteau de foie;;liver cheese;7;7;74;74;743;743;12;;;00;;;;;;08;;;;;;;A026S#F01.A057Y$F22.A07SY;Liver cheese, Generic poultry (live animals),Prepared by artisan;A01QR;Meat and meat products;A026J;Meat specialties;A026M;Liver based spreadable-textured specialities;1;
17;921;jambon cru d'aoste;;ham, raw, aoste;7;7;74;74;741;741;05;;;;;;;;00;;;02;;;;;A022T#F20.A0F4T;Ham, pork, Including visible fat;A01QR;Meat and meat products;A04ND;Processed whole meat products;A022R;Raw cured meat;40;
